0	1	2	3
PP_0931	gatA		Glutamyl-tRNA(Gln) amidotransferase subunit A
PP_0913			Imelysin-like domain-containing protein
PP_0853	ispG		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
PP_0798		GGDEF domain protein	
PP_0727		Uncharacterized protein	
PP_0671	glyA2		Serine hydroxymethyltransferase 2
PP_0656		Amino acid ABC transporter, permease protein	
PP_0649		MutT/nudix family protein	
PP_0633	pilC	Type 4 fimbrial assembly protein PilC	
PP_0411	potA		Spermidine/putrescine import ATP-binding protein PotA
PP_0334		Transposase	
PP_0165		GGDEF domain protein	
PP_0159		CoA-transferase family III	
PP_0124	engB		Probable GTP-binding protein EngB
PP_0107			SURF1-like protein
PP_0051		Sigma-54 dependent transcriptional regulator	
PP_0044	czcB-I	Cobalt-zinc-cadmium resistance protein	
PP_5531			DUF1993 domain-containing protein
PP_5572		Uncharacterized protein	
PP_5582			Phosphotriesterase
PP_5634		Uncharacterized protein	
PP_5658		Uncharacterized protein	
PP_5319			Lipoprotein
PP_5312			Helicase
PP_5234	glnK	Activator of NRII(GlnL/NtrB) phosphatase	
PP_5159			Fe2OG dioxygenase domain-containing protein
PP_5031	proY	Proline (Histidine) APC transporter	
PP_4947	putA		Bifunctional protein PutA
PP_4903	rsgA		Small ribosomal subunit biogenesis GTPase RsgA
PP_4845	urtE	Urea ABC transporter, ATP-binding protein	
PP_4835			DUF2946 domain-containing protein
PP_4825			UPF0056 inner membrane protein
PP_4780		Acyl-CoA dehydrogenase	
PP_4759		Transcriptional regulator, GntR family	
PP_4729	recN		DNA repair protein RecN
PP_4686		Lipoprotein	
PP_4562		Uncharacterized protein	
PP_4548		Oxidoreductase	
PP_4484	hisM	Histidine / lysine / arginine / ornithine ABC transporter-permease subunit	
PP_4446		Group II intron-encoding maturase	
PP_4401	bkdAA		2-oxoisovalerate dehydrogenase subunit alpha
PP_4393		Chemotaxis protein	
PP_4382	flgJ		Peptidoglycan hydrolase FlgJ
PP_4355	fliP		Flagellar biosynthetic protein FliP
PP_4283		Transcriptional regulator, GntR family	
PP_4214	pvdN	Pyoverdine biosynthesis related protein	
PP_4145	mltD	Membrane-bound lytic murein transglycosylase D	
PP_4106	gabP-IV	Gamma-aminobutyrate permease	
PP_3959		Voltage-gated chloride channel family protein	
PP_3912			DNA (cytosine-5-)-methyltransferase
PP_3891	ybcO		DUF1364 domain-containing protein
PP_3855		Uncharacterized protein	
PP_3846	ramA	(R)-stereoselective amidase	
PP_3743			DUF2388 domain-containing protein
PP_3716	catR	HTH-type transcriptional regulator	
PP_3565		Transporter, LysE family	
PP_3553		AMP-binding domain protein	
PP_3535			Glutathione hydrolase proenzyme
PP_3496		Endoribonuclease L-PSP	
PP_3466		ABC efflux transporter, permease/ATP-binding protein	
PP_3427	oprN	Multidrug efflux RND outer membrane protein OprN	
PP_3380	ptxS		HTH-type transcriptional regulator PtxS
PP_3342	nikA	Nickel ABC transporter periplasmic binding protein	
PP_3130			mannan endo-1,4-beta-mannosidase
PP_2979			DUF1232 domain-containing protein
PP_2908	csiR	DNA-binding transcriptional repressor	
PP_2664			histidine kinase
PP_2534		Transcriptional regulator, LysR family	
PP_2450			GTP pyrophosphokinase
PP_2357		Type 1 pili protein CsuB	
PP_2236		Hydrolase of the alpha/beta superfamily	
PP_2192		RNA polymerase sigma-70 factor, ECF subfamily/transmembrane sensor protein	
PP_2128		CheV-like chemotaxis protein	
PP_2081			Putative phosphoenolpyruvate synthase regulatory protein
PP_1931			IS1182 family transposase
PP_1891	fimI	Type 1 pili subunit FimI	
PP_1871	htpX		Protease HtpX
PP_1831		Membrane protein	
PP_1746	csrA		Translational regulator CsrA
PP_1741	betX	Choline / betaine / carnitine ABC transporter-substrate binding protein BetX	
PP_1706	nirD	Nitrite reductase	
PP_1501			Lipoprotein
PP_1462	rpsP		Small ribosomal subunit protein bS16
PP_1411		GGDEF domain protein	
PP_1386	ttgA		Probable efflux pump periplasmic linker TtgA
PP_1379	pcaB	3-carboxy-cis,cis-muconate cycloisomerase	
PP_1248		Transporter, LysE family	
PP_1193		Uncharacterized protein	
PP_1128		OmpA family protein	
PP_1112			MFS transporter
PP_1014	yihS	Aldose-ketose isomerase	
PP_0965	hisG		ATP phosphoribosyltransferase
PP_0954	lptA		Lipopolysaccharide export system protein LptA
PP_0923		Acyltransferase	
PP_0889			Beta-lactamase-related domain-containing protein
PP_0887			histidine kinase
PP_0851	pilF	Type IV pili biogenesis protein PilF	
PP_0812	cyoA		Ubiquinol oxidase subunit 2
PP_0746	upp		Uracil phosphoribosyltransferase
PP_0724	lolB		Outer-membrane lipoprotein LolB
PP_0706	ada	Fused O(6)-alkylguanine DNA alkyltransferase-transcriptional activator	
PP_0574		DNA-binding response regulator, LuxR family	
PP_0557	acoR	Acetoin catabolism regulatory protein	
PP_0552	bdhA	2,3-butanediol dehydrogenase	
PP_0537		Transcriptional regulator	
PP_0508			Zinc-binding protein
PP_0452	tufB		Elongation factor Tu-B
PP_0442	nusG		Transcription termination/antitermination protein NusG
PP_0407	djlA	DnaJ-like protein DjlA	
PP_0371		Transcriptional regulator, LysR family	
PP_0321	ltaE		L-threonine aldolase
PP_0290	hisH		Imidazole glycerol phosphate synthase subunit HisH
PP_0277			Lipoprotein
PP_0256		Oxidoreductase	
PP_0198		Transporter	
PP_0106			cytochrome-c oxidase
PP_0085			DUF883 domain-containing protein
PP_5426		Uncharacterized protein	
PP_5427			Twin transmembrane helix small protein
PP_5440			Phage protein
PP_1495	prfB		Peptide chain release factor 2
PP_5500		Uncharacterized protein	
PP_5524			Lipoprotein
PP_5545			CopG family transcriptional regulator
PP_5559			Lipoprotein
PP_5563			Transmembrane protein
PP_5654		Phosphotriesterase	
PP_5690		Uncharacterized protein	
PP_4778	rluE		Pseudouridine synthase
PP_2143	lexA1		LexA repressor 1
PP_5407		Transposition protein, TnsD-related protein	
PP_5356	vdlD	Protein VdlD	
PP_5322		Metal ion transporter	
PP_5321	phoR		Phosphate regulon sensor protein PhoR
PP_5268	puuR	DNA-binding transcriptional repressor PuuR-putrescine	
PP_5248	ycaC-III	Hydrolase	
PP_5242			histidine kinase
PP_5160			DUF2059 domain-containing protein
PP_5152			Uncharacterized protein YjiK
PP_5021		Methyl-accepting chemotaxis transducer	
PP_4891	hflC		Protein HflC
PP_4875			DUF2232 domain-containing protein
PP_4862	ydfG	3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase	
PP_4811	proA		Gamma-glutamyl phosphate reductase
PP_4769			NYN domain-containing protein
PP_4726	dnaJ		Chaperone protein DnaJ
PP_4673	recB		RecBCD enzyme subunit RecB
PP_4635	fabV		Enoyl-[acyl-carrier-protein] reductase [NADH]
PP_4426		Amino acid ABC transporter, permease protein	
PP_4370	fliE		Flagellar hook-basal body complex protein FliE
PP_4277		Transcriptional regulator, GntR family	
PP_4264	hemN		Coproporphyrinogen-III oxidase
PP_4246		Periplasmic binding protein	
PP_4225	qseB	Two component system DNA-binding transcriptional activator QseB	
PP_4044		Uncharacterized protein	
PP_3689		Serine/threonine protein phosphatase	
PP_3646		Aldehyde dehydrogenase family protein	
PP_3619			DUF6708 domain-containing protein
PP_3614			DUF2231 domain-containing protein
PP_3608		Transcriptional regulator, LysR family	
PP_3556			Sodium:proton antiporter
PP_3550		Transcriptional regulator EmrR	
PP_3414		Methyl-accepting chemotaxis transducer/sensory box protein	
PP_3286	paaX	DNA-binding transcriptional repressor PaaX(Phenylacetyl-CoA)	
PP_3061			Phage tail assembly protein
PP_2973	dgkA-II		Diacylglycerol kinase
PP_2876	ampC		Beta-lactamase
PP_2867		Pyridine nucleotide-disulphide oxidoreductase family protein	
PP_2862	uppP		Undecaprenyl-diphosphatase
PP_2784		Oxidoreductase, short-chain dehydrogenase/reductase family	
PP_2758		Ribose ABC transporter, periplasmic ribose-binding protein	
PP_2749		Branched-chain amino acid ABC transporter, permease protein	
PP_2743		Acetyltransferase, GNAT family	
PP_2738		Transcriptional regulator	
PP_2582		Heme oxygenase	
PP_2497			Glycine zipper domain-containing protein
PP_2400			DoxX family protein
PP_2337	prpF	Aconitate isomerase	
PP_2207			AI-2E family transporter
PP_2152	ugpQ	Glycerophosphoryl diester phosphodiesterase	
PP_2112	acnA-I		Aconitate hydratase
PP_2052		Bifunctional enzyme: sugar-phosphatase/mannitol-1-phosphate 5-dehydrogenase	
PP_1916	fabF		3-oxoacyl-[acyl-carrier-protein] synthase 2
PP_1879			Ig-like domain-containing protein
PP_1841		Cytochrome c family protein	
PP_1811	rffE	UDP-N-acetylglucosamine-2-epimerase	
PP_1739		Uncharacterized protein	
PP_1699		2-pyrone-4,6-dicarboxylic acid hydrolase	
PP_1692			Sel1 repeat family protein
PP_1606	dnaEA		DNA polymerase III subunit alpha
PP_1528			Fe-S metabolism associated domain-containing protein
PP_1463	rimM		Ribosome maturation factor RimM
PP_1454			Gamma carbonic anhydrase family protein
PP_1443	lon-I		Lon protease
PP_1430			Probable periplasmic serine endoprotease DegP-like
PP_1384	ttgC		Probable efflux pump outer membrane protein TtgC
PP_1357			DUF481 domain-containing protein
PP_1344			DUF721 domain-containing protein
PP_1185	oprH	Outer membrane protein H1	
PP_1161		Lipoprotein	
PP_1090	bvgA	Virulence factors positive transcription regulator BvgA	
PP_1042	xcpX		Type II secretion system protein K
PP_1032	guaA		GMP synthase [glutamine-hydrolyzing]
PP_1001	arcA		Arginine deiminase
PP_0907		RND efflux membrane fusion protein-related protein	
PP_0748			Cupin fold metalloprotein WbuC cupin domain-containing protein
PP_0745	uraA	Uracil permease	
PP_0681		Uncharacterized protein	
PP_0556		Acetoin catabolism protein	
PP_0342	waaC	ADP-heptose:LPS heptosyltransferase I	
PP_0338	aceF		Acetyltransferase component of pyruvate dehydrogenase complex
PP_0305	cdhR	HTH-type transcriptional regulator CdhR	
PP_0224		Monooxygenase, DszC family	
PP_0216		Sensory box/GGDEF family protein	
PP_0201			YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein
PP_0116		Lipoprotein	
PP_0074	aroE		Shikimate dehydrogenase (NADP(+))
PP_5533			DUF3077 domain-containing protein
PP_5597		Uncharacterized protein	
PP_5599		Transcriptional regulator, LysR family	
PP_5688		NAD(FAD)-dependent dehydrogenase with Fer2_4 domain	
PP_0001	parB		Probable chromosome-partitioning protein ParB
PP_2440	ahpF		Alkyl hydroperoxide reductase subunit F
PP_3460	qhnDH		Quinohemoprotein amine dehydrogenase subunit gamma
PP_0477	rpsK		Small ribosomal subunit protein uS11
PP_5265	xpt		Xanthine phosphoribosyltransferase
PP_5235	ubiK		Ubiquinone biosynthesis accessory factor UbiK
PP_5018	tatC-II		Sec-independent protein translocase protein TatC
PP_5010			Polyhydroxyalkanoic acid system protein
PP_5004	phaB	Poly(3-hydroxyalkanoate) depolymerase	
PP_4960	fba		Fructose-1,6-bisphosphate aldolase
PP_4931			FAD dependent oxidoreductase domain-containing protein
PP_4889	purA		Adenylosuccinate synthetase
PP_4827	cobI		Precorrin-2 C(20)-methyltransferase
PP_4795	lptE		LPS-assembly lipoprotein LptE
PP_4681			YqcC-like domain-containing protein
PP_4647		Transcriptional regulator, LuxR family	
PP_4645	mscL		Large-conductance mechanosensitive channel
PP_4530			BrnT family toxin
PP_4463		Carbon-nitrogen hydrolase family protein	
PP_4445		Transposase	
PP_4444		Transposase	
PP_4396			Flagellar biosynthesis protein FlgN
PP_4388	flgE		Flagellar hook protein FlgE
PP_4376	fliD		Flagellar hook-associated protein 2
PP_4293			Nucleoside-specific outer membrane channel protein Tsx
PP_4245	pvdY	Hydroxyproline acetylase	
PP_4152			PIN domain-containing protein
PP_4085		RHS family protein	
PP_4059	treSB		Maltokinase
PP_4046			DUF1911 domain-containing protein
PP_3998	gqr	Glutathionyl-hydroquinone reductase	
PP_3924			SCP2 domain-containing protein
PP_3884		Phage holin, lambda family	
PP_3791		Site-specific recombinase, phage integrase family	
PP_3700		ATPases involved in chromosome partitioning	
PP_3625		Transporter, LysE family	
PP_3337			DUF2946 domain-containing protein
PP_3183		SCO1/SenC family protein/cytochrome c	
PP_3149		Transcriptional regulator, AraC family	
PP_2962		Alcohol dehydrogenase, zinc-containing	
PP_2943		Cytochrome c551 peroxidase	
PP_2942		Response regulator	
PP_2913	hemB		Delta-aminolevulinic acid dehydratase
PP_2888		ECF sigma factor PrtI	
PP_2871		Class II aldolase/adducin domain protein	
PP_2858			Fap
PP_2707		Exodeoxyribonuclease III	
PP_2683			histidine kinase
PP_2648		Universal stress protein family	
PP_2635	bcsA		Cellulose synthase catalytic subunit [UDP-forming]
PP_2492	yqhD	Alcohol dehydrogenase, NAD(P)-dependent	
PP_2460	Nuh	Ribonucleoside hydrolase	
PP_2417		Iron ABC transporter, permease protein	
PP_2408	czcC-II	Cobalt-zinc-cadmium resistance protein	
PP_2367		Inner membrane transport protein	
PP_2344			Patatin-like phospholipase family protein
PP_2287		Phage internal core protein	
PP_2023		Glutathione S-transferase family protein	
PP_1996	accD		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
PP_1857	earP		Protein-arginine rhamnosyltransferase
PP_1839			DUF1902 domain-containing protein
PP_1808	pgi1		Glucose-6-phosphate isomerase 1
PP_1795		Uncharacterized protein	
PP_1729		Uncharacterized protein	
PP_1721		Phosphoserine phosphatase	
PP_1715			DUF1232 domain-containing protein
PP_1708		Oxidoreductase, short chain dehydrogenase/reductase family	
PP_1673	cobB		Hydrogenobyrinate a,c-diamide synthase
PP_1556		Uncharacterized protein	
PP_1492			histidine kinase
PP_1476			YaeQ family protein
PP_1466		Long-chain acyl-CoA thioester hydrolase family protein	
PP_1417		Tricarboxylate transport protein TctB	
PP_1376	pcaK	4-hydroxybenzoate transporter	
PP_1149			ATP-dependent helicase
PP_1131	slyB	Outer membrane lipoprotein	
PP_1096		Electron transport complex protein	
PP_1081	grxD		Glutaredoxin
PP_0961	ttg2D	Toluene tolerance protein	
PP_0910			Cytochrome c domain-containing protein
PP_0908			DUF1513 domain-containing protein
PP_0865		ECF subfamily RNA polymerase sigma-24 factor	
PP_0854	hisS		Histidine--tRNA ligase
PP_0831			Serine protease
PP_0788			Thymidine phosphorylase
PP_0769		Sensor histidine kinase	
PP_0704		RNA polymerase sigma-70 factor, ECF subfamily	
PP_0608		Type 4 fimbrial biogenesis protein	
PP_0573			ShlB/FhaC/HecB family hemolysin secretion/activation protein
PP_0531			Zeta toxin domain-containing protein
PP_0510	trx	Thioredoxin	
PP_0356	glcB		Malate synthase G
PP_0304	caiX	Carnitine uptake ABC transporter, periplasmic component	
PP_0301		Betainyl-CoA thiolase	
PP_0142			Intermembrane phospholipid transport system permease protein MlaE
PP_0076		Choline betaine-binding protein	
PP_5443			DUF4175 domain-containing protein
PP_5462		Uncharacterized protein	
PP_5519		Uncharacterized protein	
PP_5557		Uncharacterized protein	
PP_5574			Secreted protein
PP_5593			Stress-induced protein
PP_5670		Uncharacterized protein	
PP_5722			Type II toxin-antitoxin system PemK/MazF family toxin
PP_5730			Transcriptional regulator
PP_5741		Uncharacterized protein	
PP_3952	pcaJ		3-oxoadipate CoA-transferase subunit B
PP_5391		Uncharacterized protein	
PP_5282	rpmB		Large ribosomal subunit protein bL28
PP_5187	ygiF	Thiamine triphosphatase	
PP_5180	spuE	Spermidine/putrescine ABC transporter-periplasmic subunit	
PP_5172			DUF2292 domain-containing protein
PP_4922	thiC		Phosphomethylpyrimidine synthase
PP_4868	pncB		Nicotinate phosphoribosyltransferase
PP_4804	rlpA		Endolytic peptidoglycan transglycosylase RlpA
PP_4691	sfsA		Sugar fermentation stimulation protein homolog
PP_4378	fliC		Flagellin
PP_4356	fliO		Flagellar protein
PP_4353	fliR		Flagellar biosynthetic protein FliR
PP_4336		Flagellar motor rotation protein	
PP_4326	ccmB		Heme exporter protein B
PP_4308		Transcriptional regulator, AsnC family	
PP_4286	puuE	Allantoinase	
PP_4159	kdpC		Potassium-transporting ATPase KdpC subunit
PP_4074			Type VI secretion system contractile sheath small subunit
PP_4033	rnz		Ribonuclease Z
PP_3907		Uncharacterized protein	
PP_3904			Transcriptional regulator
PP_3747	glcF		Glycolate oxidase iron-sulfur subunit
PP_3664	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	
PP_3639		Alkylhydroperoxidase AhpD domain protein	
PP_3361		Aminotransferase	
PP_3282	paaH	3-hydroxyadipyl-CoA dehydrogenase	
PP_3191		Threonine ammonia-lyase / dehydratase	
PP_3155		Outer membrane ferric siderophore receptor	
PP_3151	sad-II	NAD+-dependent succinate semialdehyde dehydrogenase	
PP_3085		Transmembrane sensor	
PP_3076		ABC transporter permease protein	
PP_3052			Mu-like prophage FluMu N-terminal domain-containing protein
PP_3036		Uncharacterized protein	
PP_2978			Putative ATP-dependent zinc protease domain-containing protein
PP_2934			Dienelactone hydrolase
PP_2885		Transporter	
PP_2823		Methyl-accepting chemotaxis transducer	
PP_2765		Sulfonate monooxygenase MsuD	
PP_2734	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	
PP_2679	qedH-II	Quinoprotein ethanol dehydrogenase	
PP_2617			Type VI secretion system baseplate subunit TssK
PP_2557		Sensory box protein	
PP_2555			Methyltransferase type 12
PP_2536		Glutathione S-transferase family protein	
PP_2531		5-nucleotidase	
PP_2491		ThiJ/PfpI family protein	
PP_2458	rbsK		Ribokinase
PP_2395			RING-type E3 ubiquitin transferase
PP_2380			Transporter
PP_2336	acnA-II		aconitate hydratase
PP_2215		Acetyl-CoA acetyltransferase	
PP_2070		Transcriptional regulator, AraC family	
PP_2028			VWFA domain-containing protein
PP_1949		Oxidoreductase, GMC family	
PP_1830	aroC		Chorismate synthase
PP_1753		Permease of the drug/metabolite transporter (DMT) superfamily	
PP_1707		D-isomer specific 2-hydroxyacid dehydrogenase family protein	
PP_1649	ldhA	D-lactate dehydrogenase	
PP_1550		Transcriptional regulator, Cro/CI family	
PP_1484	ydcT	Predicted polyamine ABC transporter, ATP-binding protein	
PP_1461	ffh		Signal recognition particle protein
PP_1331	ftsI		Peptidoglycan D,D-transpeptidase FtsI
PP_1326	rsmI		Ribosomal RNA small subunit methyltransferase I
PP_1275			Multidrug transporter
PP_1213	aspS		Aspartate--tRNA(Asp/Asn) ligase
PP_1151			DUF1656 domain-containing protein
PP_1141	livK	Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit	
PP_1135			Lipoprotein
PP_1057		Transcriptional regulator, PadR family	
PP_1031	guaB		Inosine-5'-monophosphate dehydrogenase
PP_0962	ttg2E	Toluene-tolerance protein	
PP_0960	mlaD	Phospholipid ABC transporter binding protein	
PP_0901	colR	DNA-binding response regulator	
PP_0873	potF-I	Putrescine-binding periplasmic protein	
PP_0795	fruA	Fructose PTS permease-IIBC component	
PP_0513	nrdR		Transcriptional repressor NrdR
PP_0454	rplC		Large ribosomal subunit protein uL3
PP_0422	trpC		Indole-3-glycerol phosphate synthase
PP_0408			Hydrolase or acyltransferase
PP_0367			Pyrroloquinoline quinone biosynthesis protein PqqE
PP_0308		Dipeptidase	
PP_0280		Amino acid ABC transporter, permease protein	
PP_0227	fliY	Periplasmic cystine-binding protein	
PP_0225	sctC	Sulfur compound ABC transporter-ATP-binding subunit	
PP_0222		Monooxygenase, DszA family	
PP_0187	hemD		Uroporphyrinogen-III synthase
PP_0141		ABC transporter, ATP-binding protein	
PP_0053		Sulfide:quinone oxidoreductase	
PP_0041	cadA-I	Cadmium translocating P-type ATPase	
PP_5424			Transcriptional regulator
PP_5433		NADH:ubiquinone oxidoreductase subunit 2	
PP_5451			Phage protein
PP_5555			Bacteriophage protein
PP_5635		Uncharacterized protein	
PP_4039	rutR	Transcriptional regulator, TetR family	
PP_3985		Transposase	
PP_5415	atpA		ATP synthase subunit alpha
PP_5221			UPF0178 protein PP_5221
PP_5200	pepP	Proline aminopeptidase P II	
PP_5127	rlmI	Ribosomal RNA large subunit methyltransferase I	
PP_5094			Pyridoxal phosphate homeostasis protein
PP_5060			DUF6543 domain-containing protein
PP_5040	fbp		Fructose-1,6-bisphosphatase class 1
PP_4978		Uncharacterized protein	
PP_4929		Transcriptional regulator, LysR family	
PP_4882		Iron ABC transporter, permease protein	
PP_4869	nadE		NH(3)-dependent NAD(+) synthetase
PP_4832	cobK	Precorrin-6x reductase	
PP_4818	prmA		Ribosomal protein L11 methyltransferase
PP_4762	tesB	Acyl-CoA thioesterase II	
PP_4716	glmM		Phosphoglucosamine mutase
PP_4543			N-acetyltransferase
PP_4528			Transcriptional regulator
PP_4399		Glutamine synthetase	
PP_4390	flgC		Flagellar basal-body rod protein FlgC
PP_4329		FlhB domain protein	
PP_4222		SyrP protein	
PP_4092		Transposase	
PP_4056	ybhP-II		Endonuclease/exonuclease/phosphatase domain-containing protein
PP_3953	trkH-I		Trk system potassium uptake protein
PP_3901			DUF1654 domain-containing protein
PP_3890			VRR-NUC domain-containing protein
PP_3888			Prophage PssSM-03
PP_3878		Phage minor capsid protein C	
PP_3862		Phage assembly protein	
PP_3817		Polyamine ABC transporter, ATP-binding protein	
PP_3814		Polyamine ABC transporter, periplasmic polyamine-binding protein	
PP_3649		Transcriptional regulator, GntR family	
PP_3599			5-dehydro-4-deoxyglucarate dehydratase
PP_3483		Type II secretion system protein	
PP_3477		Secretion type II protein related to protein G	
PP_3459	peaD	Quinohemoprotein amine dehydrogenase, beta subunit	
PP_3442		Uncharacterized protein	
PP_3336			DUF2946 domain-containing protein
PP_3275	paaD	Subunit of phenylacetate degradation enzyme	
PP_3261			Phosphotransferase system, HPr-related protein
PP_3135		Glycosyl transferase	
PP_3133		Oxidoreductase	
PP_3121		Transcriptional regulator, LysR family	
PP_3090		OmpA domain protein	
PP_2834		D-galactarate dehydratase/Altronate dehydratase	
PP_2699			DUF1852 domain-containing protein
PP_2489		Xenobiotic reductase	
PP_2318	tesA	Acyl-CoA thioesterase I/protease I/lysophospholipase L1	
PP_2125			Probable lipid kinase YegS-like
PP_2059			UPF0337 protein PP_2059
PP_2000	purF		Amidophosphoribosyltransferase
PP_1966	holB		DNA polymerase III subunit delta'
PP_1928			protein-tyrosine-phosphatase
PP_1878		Uncharacterized protein	
PP_1827	prmB		Ribosomal protein uL3 glutamine methyltransferase
PP_1789		Hydrolase, haloacid dehalogenase-like family	
PP_1766	mtnA		Methylthioribose-1-phosphate isomerase
PP_1759			DSBA-like thioredoxin domain-containing protein
PP_1684		Transporter	
PP_1648		Uncharacterized protein	
PP_1636	dgkA-I		Diacylglycerol kinase
PP_1609		Uncharacterized protein	
PP_1563		Phage terminase, large subunit	
PP_1481	patD	Medium chain aldehyde dehydrogenase	
PP_1274		Oxidoreductase, short-chain dehydrogenase/reductase family	
PP_1273		Multidrug efflux MFS outer membrane protein	
PP_1271		Multidrug efflux MFS transporter	
PP_1259	yveA	Aspartate-proton symporter	
PP_1241			Addiction module antidote protein
PP_1204		Lipoprotein	
PP_1187	phoQ		histidine kinase
PP_1170	gnl	Gluconolactonase	
PP_1147			Aspartate-semialdehyde dehydrogenase
PP_1123			DUF1145 domain-containing protein
PP_1110			serine O-acetyltransferase
PP_1074	glpR	DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate	
PP_1066	dctD-II	C4-dicarboxylate transport transcriptional regulatory protein	
PP_0989	gcvH1		Glycine cleavage system H protein 1
PP_0844	iscA		Iron-binding protein IscA
PP_0821			Lysozyme inhibitor LprI N-terminal domain-containing protein
PP_0799	opdC	Histidine-specific outer membrane porin D	
PP_0790		Inner membrane protein AmpE	
PP_0775			DUF3565 domain-containing protein
PP_0609			Pilus assembly protein PilW
PP_0581		3-oxoacyl-(Acyl-carrier-protein) reductase	
PP_0550			NAD(P)-binding domain-containing protein
PP_0492	fdhE		Protein FdhE homolog
PP_0425	yhfA		OsmC family protein
PP_0350		Outer membrane ferrichrome-iron receptor	
PP_0299		Uncharacterized protein	
PP_0274		Transcriptional regulator containing HTH domain	
PP_0082	trpA		Tryptophan synthase alpha chain
PP_0068	def1		Peptide deformylase 1
PP_5445			Integrase
PP_5471		Response regulator receiver protein	
PP_5478			DUF3077 domain-containing protein
PP_2110		Ribosomal large subunit pseudouridine synthase	
PP_5602	peaA	Quinohaemoprotein amine dehydrogenase, alpha subunit	
PP_5627		Uncharacterized protein	
PP_5698			3-phosphoglycerate kinase
PP_0007			Putative membrane protein insertion efficiency factor
PP_5397		Transposase	
PP_5400			IrrE N-terminal-like domain-containing protein
PP_5274			DUF1127 domain-containing protein
PP_5093	pilT	Twitching motility protein	
PP_5065			ADP-ribosylating toxin
PP_5011	ubiE		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
PP_4951		Drug resistance transporter, EmrB/QacA family	
PP_4918			DUF1249 domain-containing protein
PP_4847	cbpM		Chaperone modulatory protein CbpM
PP_4788	ybeY		Endoribonuclease YbeY
PP_4764		Histone deacetylase family protein	
PP_4758		Major facilitator family transporter	
PP_4671			YfiR family protein
PP_4656	pcaH	Protocatechuate 3,4-dioxygenase beta chain	
PP_4614			DUF3509 domain-containing protein
PP_4613	fecA	Outer membrane ferric citrate porin	
PP_4611		RNA polymerase sigma-70 factor, ECF subfamily	
PP_4540		Hydrolase, alpha/beta fold family	
PP_4447			DUF4297 domain-containing protein
PP_4294	yedI	Conserved inner membrane protein	
PP_4269	dnaX		DNA polymerase III subunit gamma/tau
PP_4189	sucA		oxoglutarate dehydrogenase (succinyl-transferring)
PP_4163			DUF4892 domain-containing protein
PP_4049	vgrG-III	Type 6 secretion system protein	
PP_3938		Uncharacterized protein	
PP_3801		Cation ABC transporter, periplasmic cation-binding protein	
PP_3778	proC		Pyrroline-5-carboxylate reductase
PP_3703			AbiJ-NTD3 domain-containing protein
PP_3635		Sulfonate ABC transporter, permease protein	
PP_3606	qor-II	Quinone oxidoreductase	
PP_3594		Amino acid ABC transporter, membrane protein	
PP_3591	dpkA	Delta 1-piperideine-2-carboxylate reductase	
PP_3539		Transcriptional regulator	
PP_3531			START domain-containing protein
PP_3494			DUF2790 domain-containing protein
PP_3487			SCO family protein
PP_3480			Pilus assembly protein PilO
PP_3426	mexF		Efflux pump membrane transporter
PP_3285	paaY	Detoxifying thioesterase of the phenylacetate degradation pathway	
PP_3249		Oxidoreductase	
PP_3132		Polysaccharide transporter	
PP_3123	atoB		3-oxoadipate CoA-transferase
PP_3077		ABC transporter permease protein	
PP_2936	ybiT	ATP-binding component of a transport system	
PP_2920	pxpA1		5-oxoprolinase subunit A 1
PP_2807			Phytanoyl-CoA dioxygenase
PP_2719		Uncharacterized protein	
PP_2654			glutathione transferase
PP_2604		Major facilitator family transporter	
PP_2512	folE2		GTP cyclohydrolase 1 2
PP_2493		RadC family protein	
PP_2486		NADH-dependent flavin oxidoreductase, Oye family	
PP_2434	res		Toxin Res
PP_2411		Major facilitator family transporter	
PP_2381		Uncharacterized protein	
PP_2378	nfuA		Fe/S biogenesis protein NfuA
PP_2093		NasT	
PP_2067		EmrB/QacA family drug resistance transporter	
PP_1969		Molybdenum cofactor biosynthesis protein A	
PP_1813		ComEA-related protein	
PP_1700		Acyltransferase	
PP_1676	cobC		threonine-phosphate decarboxylase
PP_1670		Lipoprotein	
PP_1569			Phage gp6-like head-tail connector protein
PP_1558			Antitermination protein Q
PP_1445	oprB-II	Carbohydrate-selective porin	
PP_1368		Membrane protein containing a glycosyltransferase domain	
PP_1325		Lipoprotein	
PP_1311	trpS		Tryptophan--tRNA ligase
PP_1209		Cold-shock protein	
PP_1196			Transporter
PP_1165			Aldose 1-epimerase
PP_1009	gapA		Glyceraldehyde-3-phosphate dehydrogenase
PP_1004			Inner membrane protein
PP_0986	gcvT-I		aminomethyltransferase
PP_0891			Lipid/polyisoprenoid-binding YceI-like domain-containing protein
PP_0850	rlmN		Dual-specificity RNA methyltransferase RlmN
